id,key,value,type
254151481,name,Washermanpet,regular
254151481,is_in,Chennai,regular
254151481,place,suburb,regular
254151481,ta,வண்ணாரப்பேட்டை,name
254151481,wikidata,Q5043782,regular
254151774,name,Parrys Corner,regular
254151774,is_in,Chennai,regular
254151774,highway,motorway_junction,regular
254151774,ta,பாரிமுனை,name
254151774,junction,yes,regular
254151774,wikidata,Q3406502,regular
254151774,wikipedia,en:Parry's Corner,regular
254151775,name,Mannady,regular
254151775,is_in,Chennai,regular
254151775,place,locality,regular
254491104,created_by,JOSM,regular
254491105,highway,traffic_signals,regular
254491108,created_by,JOSM,regular
254491112,created_by,JOSM,regular
254491114,created_by,JOSM,regular
254491115,created_by,JOSM,regular
254491116,created_by,JOSM,regular
254491118,created_by,JOSM,regular
254491120,created_by,JOSM,regular
254491121,created_by,JOSM,regular
254491122,created_by,JOSM,regular
254491123,created_by,JOSM,regular
254491124,created_by,JOSM,regular
254491125,created_by,JOSM,regular
254491138,created_by,JOSM,regular
254491140,created_by,JOSM,regular
254491141,created_by,JOSM,regular
254497195,highway,traffic_signals,regular
254497937,created_by,JOSM,regular
254497947,created_by,JOSM,regular
254497949,created_by,JOSM,regular
254497951,created_by,JOSM,regular
254497957,created_by,JOSM,regular
254497961,created_by,JOSM,regular
254497962,created_by,JOSM,regular
254497973,created_by,JOSM,regular
254497974,created_by,JOSM,regular
254497975,created_by,JOSM,regular
254498094,created_by,JOSM,regular
254498095,created_by,JOSM,regular
256029400,name,SIDCO Industrial Estate,regular
256029400,is_in,Chennai,regular
256029400,place,suburb,regular
256029400,ta,சிட்கோ தொழிற்பேட்டை,name
256029411,highway,mini_roundabout,regular
256029551,ref,GDY:2;3,regular
256029551,railway,station,regular
256031797,name,West Saidapet,regular
256031797,is_in,Chennai,regular
256031797,place,neighbourhood,regular
256031797,ta,மேற்கு சைதாப்பேட்டை,name
256035561,highway,traffic_signals,regular
256035567,name,Todhunter Nagar,regular
256035567,is_in,Chennai,regular
256035567,place,neighbourhood,regular
256035579,name,Jothiammal Nagar,regular
256035579,is_in,Chennai,regular
256035579,place,neighbourhood,regular
256039818,name,Guindy,regular
256039818,highway,bus_stop,regular
256039818,ta,கிண்டி,name
256119099,created_by,JOSM,regular
256119137,created_by,JOSM,regular
256119184,created_by,JOSM,regular
256119233,created_by,JOSM,regular
256119269,created_by,JOSM,regular
256119286,created_by,JOSM,regular
256124379,source,Yahoo,regular
256127378,highway,traffic_signals,regular
256127378,crossing,traffic_signals,regular
256127378,crossing_ref,zebra,regular
256127475,created_by,JOSM,regular
256127487,created_by,JOSM,regular
256127494,created_by,JOSM,regular
256127495,created_by,JOSM,regular
256127499,created_by,JOSM,regular
256127501,created_by,JOSM,regular
256127502,created_by,JOSM,regular
256127503,created_by,JOSM,regular
256202991,name,Adambakkam,regular
256202991,is_in,Chennai,regular
256202991,place,suburb,regular
256202991,ta,ஆதம்பாக்கம்,name
256202991,wikidata,Q4661775,regular
256202991,postal_code,600088,regular
256346630,name,Stanley Medical College and Hospital,regular
256346630,amenity,hospital,regular
256346630,ta,ஸ்டான்லி மருத்துவமனை,name
256347663,name,Bharathi Womens College,regular
256347663,amenity,college,regular
256606643,created_by,JOSM,regular
256606645,created_by,JOSM,regular
256606751,created_by,JOSM,regular
256606759,created_by,JOSM,regular
256606767,highway,traffic_signals,regular
256606804,created_by,JOSM,regular
256606805,created_by,JOSM,regular
257430009,created_by,JOSM,regular
257430012,created_by,JOSM,regular
257430014,created_by,JOSM,regular
257430015,created_by,JOSM,regular
257430019,highway,traffic_signals,regular
257430022,highway,traffic_signals,regular
257430026,highway,traffic_signals,regular
257430029,created_by,JOSM,regular
257430032,created_by,JOSM,regular
257430035,created_by,JOSM,regular
257430036,created_by,JOSM,regular
257430037,created_by,JOSM,regular
257430045,created_by,JOSM,regular
257430046,created_by,JOSM,regular
257430053,created_by,JOSM,regular
257430062,created_by,JOSM,regular
257430065,created_by,JOSM,regular
257430067,created_by,JOSM,regular
257430068,created_by,JOSM,regular
257430069,created_by,JOSM,regular
257430070,created_by,JOSM,regular
257430071,created_by,JOSM,regular
257430072,created_by,JOSM,regular
